incident_num,MMSI,vessel_name,vessel_class_from_ais,source,reference_key,report_based_incident_description,report_start_date_of_interest_hst,report_end_date_of_interest_hst,report_incident_time_of_interest_hst,report_vessel_role,report_vessel_class,report_location,ais_incident_start_bound_hst,ais_incident_end_bound_hst,ais_incident_type,ais_incident_evidence,ais_availability_description
121,367309120,NAKOA,Tug Tow,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.01.19,"The Nakoa generator shutdown causing the vessel to go dark for approximately 15 minutes, while the vessel maintained propulsion and steering.",2020-01-19,,2020-01-19 23:00:00-10:00,Loss of power,Tow vessel,"5 nm W of Lanai, HI",2020-01-19 18:00:01-10:00,2020-01-20 02:59:01-10:00,Loss of power,Good evidence,"We see a distinct but brief dip in the SOG profile at the indicated incident time, with a return to an SOG of about 9 knots 15 minutes later. This matches the timetable indicated. Note the report mentions that the vessel didn't lose propulsion or steering and, indeed, after the 15 minute slowdown to 6 knots the SOG increased back to its consistent speed of 9 knots. "
122,366721530,MISS JULIE,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.01.17,Helper vessel that towed the LADY JACKIE back to Honolulu Harbor,2020-01-17,2020-01-21,,Helper vessel,Commercial fishing vessel,,2020-01-21 01:58:53-10:00,2020-01-21 18:58:07-10:00,Irregular tow,High evidence,"Most of the data for this event is missing, but the MISS JULIE AIS is available for the majority of the tow back to Honolulu and the LADY JACKIE is available for the end of the tow back to Honolulu on 1/21/2020."
122,367556290,LADY JACKIE,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.01.17,"The LADY JACKIE's main engine suffered a failed fuel injector pump, leading to a loss of propulsion. The company arranged for the MISS JULIE to tow it back to Honolulu Harbor",2020-01-17,2020-01-21,,Loss of propulsion,Commercial fishing vessel,310 nm SW of Oahu,2020-01-21 14:55:06-10:00,2020-01-21 18:59:34-10:00,Irregular tow,High evidence,"Most of the data for this event is missing, but the MISS JULIE AIS is available for the majority of the tow back to Honolulu and the LADY JACKIE is available for the end of the tow back to Honolulu on 1/21/2020."
123,367488690,SEMISUB ONE,Pleasure Craft/Sailing,USCG Annual Deficiency Report,CGDeficiency2020,"Deficiency Report Description: Repairs or alterations to the hull, machinery, or equipment that affect the safety of the vessel must not be made without the approval of the cognizant OCMI. Attended vessel to deliver CG-835V from previous inspection. Noted foam from starboard aft ballast tank on main deck. Crew stated that the raw water suction from the seachest to the starboard propulsion engine had seperated and the tank was taking on sea water. Crew wrapped pipe with ""flexseal"" tape and intended to make repairs without notifying OCMI. Have space cleared for entry by a marine chemist and make space available for inspection by attending USCG Marine Inspector prior to conducting repairs. Deficiency Report System: 03 - Water/Weathertight Conditions. Deficiency Report Component: 03199 - Other (load lines). Deficiency Report Resolution Action: 60 - Rectify deficiencies prior to movement.",2020-01-29,,,"USCG Inspection, Material failure",Passenger Ship,,2020-01-28 08:47:20-10:00,2020-01-28 15:57:14-10:00,Flooding,No obvious evidence,The AIS for the trajectories prior to the deficiency report are available. Abnormal indicators are not immediately obvious using simple visualizations. 
124,367602750,ALANA,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.02.02,"On 2/2/2020 the commecial fishing vessel GOLDEN EAGLE was unable to restart its engine around 10:30 HST. The ALANA then got underway to deliver a repacement starter to the GOLDEN EAGLE, which was able to resume fishing thereafter (note it did not have to be towed back by the ALANA). The Golden Eagle's location was out of range, but the ALANA's trajectory leaving to deliever the starter is available, and an abnormal event. ",2020-02-02,2020-02-03,,Helper vessel,Commercial fishing vessel,,2020-02-02 18:02:14-10:00,2020-02-03 07:47:10-10:00,Route deviation,Good evidence,"The ALANA is available in the AIS data for the trajectory heading out to sea to deliver a starter to the GOLDEN EAGLE. It's eventual destination was out of range, but the leaving trajectory is itself abnormal in this instance. "
125,367471530,GOLDEN DRAGON,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.01.27,"The GOLDEN DRAGON was underway and hauling a fishing line that the fishing line became tangled in the propeller. This stopped the engine, and the operator was not able to start the engine again. The QUEEN ALINA was sent to assist and began towing the GOLDEN DRAGON back to Honolulu. ",2020-01-27,2020-02-08,2020-01-27 17:30:00-10:00,"Material failure, Loss of propulsion",Commercial fishing vessel,"765 nm N of Oahu, HI",2020-02-07 18:58:00-10:00,2020-02-08 06:36:00-10:00,Irregular tow,Good evidence,There are only 4 AIS points for the GOLDEN DRAGON during the incident timeframe. Three of these align with the QUEEN ALINA south of Oahu. One point is farther north than any other AIS points between the GOLDEN DRAGON and QUEEN ALINA--we may infer this was also part of the tow trajectory since it visually aligns with the heading of the later points. The QUEEN ALINA is fully available for the last day of the tow on 2/8. 
125,367445940,QUEEN ALINA,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.01.27,"The QUEEN ALINA arrived to tow the GOLDEN DRAGON on 2/2/2020, and arrived in Honolulu on 2/8/2020. ",2020-02-02,2020-02-08,,Helper vessel,Commercial fishing vessel,,2020-02-07 23:42:49-10:00,2020-02-08 11:57:55-10:00,Irregular tow,Good evidence,There are only 4 AIS points for the GOLDEN DRAGON during the incident timeframe. Three of these align with the QUEEN ALINA south of Oahu. One point is farther north than any other AIS points between the GOLDEN DRAGON and QUEEN ALINA--we may infer this was also part of the tow trajectory since it visually aligns with the heading of the later points. The QUEEN ALINA is much more fully available for the last day of the tow on 2/8. 
126,367776660,MOUNT BAKER,Tug Tow,"USCG Annual Deficiency Report, USCG Maritime Information Exchange Incident Investigation Reports (IIR)","CGDeficiency2020, IIR.2020.02.11","Failure of the intake valve on the #1 cylinder of the starboard engine led to a reduction in propulsion. Though bound for hilo, the tug and barge diverted to Honolulu Harbor. Deficiency Report Description: Propulsion machinery, including main engines,...must be suitable for route and service. Sector Honolulu received report that the starboard engine was shut down due to an alarm on the #1 cylinder while the vessel was underway from Oahu to Hilo. Tug assistance is required upon return to Oahu as discussed with company rep.  Deficiency Report System: 13 - Propulsion and Auxiliary Machinery. Deficiency Report Component: 13101 - Propulsion main engine. Deficiency Report Resolution Action: 17 - Rectify deficiencies prior to departure",2020-02-11,,2020-02-11 14:50:00-10:00,"Reduction of propulsion, USCG Inspection",Tow Vessel,"3 nm S Barbers Point, Oahu",2020-02-11 13:00:56-10:00,2020-02-11 21:58:05-10:00,Loss/reduction of propulsion,Good evidence,"Though the trajectory is available at the incident time, and indeed shows the vessel ""diverting"" to honolulu harbor, the diversion and the reduction of propulsion are not obvious at the time indicated using simple visualizations. However, when we examine the prior trajectory from Moloka'i to Honolulu on 2/7 (and the later trajectory on 2/13 from Honolulu to Hilo, which was the original destination listed in the report) we see that MOUNT BAKER typically quickly gets up to 8-10 knots for travel between islands. The beginning of the trip on 2/11, which was supposed to be a between island trip to Hilo, only got up to about 5 knots. This could indicate the alleged loss of propulsion. "
127,367789570,ALANA,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.02.18,The ALANA towed the SAPPHIRE III back to Honolulu Harbor,2020-02-18,2020-02-23,,Helper vessel,Commercial fishing vessel,,2020-02-21 02:14:41-10:00,2020-02-22 12:59:47-10:00,Irregular tow,High evidence,"While the trajectories at the time of the incident are not available for these vessels, the abnormal tow trajectory is for 2/21-2/23."
127,367602750,SAPPHIRE III,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.02.18,"At approximately 12:00 HST, the vessel crew was setting fish gear and the operator placed the main engine from gear to idle. When the main engine started to over speed, the operator secured it to investigate and found oil in the cooling system. The owner then arranged for the ALANA to tow the vessel back to Honolulu Harbor. ",2020-02-18,2020-02-23,2020-02-18 12:00:00-10:00,Loss of propulsion,Commercial fishing vessel,"250 nm NE of Honolulu Harbor, Oahu",2020-02-21 08:21:10-10:00,2020-02-22 12:57:52-10:00,Irregular tow,High evidence,"While the trajectories at the time of the incident are not available for these vessels, the abnormal tow trajectory is for 2/21-2/23."
128,367416420,FREEDOM,Tug Tow,"USCG Maritime Information Exchange Incident Investigation Reports (IIR), USCG Annual Deficiency Report","CGDeficiency2020, IIR.2020.02.22","While assisting the mooring of the MAERSK CORSICA the mooring line became entagled in the tug's mask bending and cracking it (along with other damage). Deficiency Report Description:  Received report from vessel of damage sustained on Saturday 22 February 2019 to the mast during crane ops three days later on 25 February 2019 and vessel had not notified TPO in accordance with vessels TSMS. Vessel holds valid COI issued under the TSMS option. Conduct damage survey, and submit repair proposal/ complete repairs as needed to the satisfaction of TPO prior to departure. Deficiency Report System:  02 - Structural Conditions. Deficiency Report Component: 02199 - Other (Structural condition). Deficiency Report Resolution Action: 17 - Rectify deficiencies prior to departure.",2020-02-22,2020-02-25,2020-02-22 04:30:00-10:00,"Property damage, USCG Inspection",Tug,Honolulu Harbor,2020-02-22 00:00:02-10:00,2020-02-22 14:59:42-10:00,Property damage,No obvious evidence,"We can see the freedom operating at the incident time, and 4 more times thereafter. While the incident is not obvious, the AIS is available for the event. "
129,245206000,EURODAM,Passenger,Newspaper News,2020.3.10.1,Stopped at an unexpected port,2020-03-10,,,Route divergence,Cruise,Kahului Harbor,2020-03-09 22:02:53-10:00,2020-03-11 01:36:01-10:00,Route deviation,High evidence,The Eurodam's stop at Kahului harbor is distinctly shown in the AIS data.
130,367682040,TRIPLE ANDY,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.03.10.2,"The TRIPLE ANDY towed the SECOND ANDY back to honolulu harbor, they both moored successfully on 3/13",2020-03-10,2020-03-13,,Helper vessel,Commercial fishing vessel,,2020-03-12 18:20:52-10:00,2020-03-13 09:38:52-10:00,Irregular tow,High evidence,"While the initiating event time is not available in the AIS for these vessels, the abnormal tow track between the TRIPLE ANDY and SECOND ANDY is available for 3/12 and 3/13. "
130,367762810,SECOND ANDY,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.03.10.2,"On 3/10/2020 the operator fo the SECOND ANDY received an engine alarm and noticed engine oil leaking into another engine part. The operator shut down the engine to prevent further damage, and the company arranged for sister vessel TRIPLE ANDY to tow the vessel back to Honolulu Harbor. ",2020-03-10,2020-03-13,,Loss of propulsion,Commercial fishing vessel,370 nm SW of Honolulu Harbor,2020-03-12 18:48:01-10:00,2020-03-13 10:58:34-10:00,Irregular tow,High evidence,"While the initiating event time is not available in the AIS for these vessels, the abnormal tow track between the TRIPLE ANDY and SECOND ANDY is available for 3/12 and 3/13. "
131,368144000,KILAUEA,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.03.13,"On 3/13/2020 the PACIFIC DRAGON (not in the AIS data for 3/2020)  broke it's intermediate drive shaft and was towed to harbor by the KILAUEA. Note that the report claims the PACIFIC DRAGON moored 3/25/2020, but the KILAUEA clearly moored late in the evening of 3/23/2020 as seen in the AIS data. ",2020-03-13,2020-03-15,,Helper vessel,Commercial fishing vessel,630 nm N of Oahu,2020-03-22 21:25:42-10:00,2020-03-23 19:57:35-10:00,Irregular tow,Good evidence,"The KILAUEA irregular tow trajectory is available for this incident, the AIS for the PACIFIC DRAGON is not. Note a discrepancy between the report and the AIS--the report claims the vessel moored 3/25, when the AIS shows it moored 3/23. There is an irregular pattern for the KILAUEA just outside of Honolulu Harbor which is likely characteristic of transferring the two of the PACIFIC DRAGON to a harbor tow vessel. "
132,367159690,CAPT KEVIN,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.04.14,"The CAPT KEVIN suffered a broken shaft while fishing and arranged for a tow from the ST. MARTIN. The report states that the vessel safely moored 4/17/2020, the AIS shows it safely moored 4/18/2020.",2020-04-14,2020-04-17,,Loss of propulsion,Commercial fishing vessel,340 nm SW of Oahu,2020-04-17 08:15:32-10:00,2020-04-18 09:58:46-10:00,Irregular tow,Good evidence,"The CAPT KEVIN's trajectory (while being towed, according to the report)  is available April 17 and 18--it is outside the coastal bounding box at the time of the incident. While the report claims the event took place April 14 and that the vessel safely moored April 17, the AIS shows that the CAPT KEVIN did not moor at Honolulu Harbor until April 18. The reason for this discrepancy in the report is unclear. The ST MARTIN is only available for the tail end of the trajectory--a tow path is not obvious, the ST MARTIN appears to split off from the CAPT KEVIN and then there are some synchronized points in the harbor itself. "
132,367482650,ST MARTIN,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.04.14,The ST MARTIN towed the CAPT KEVIN back to port after the loss of propulsion event. AIS largely unavailable,2020-04-14,2020-04-17,,Helper vessel,Commercial fishing vessel,,2020-04-18 06:38:06-10:00,2020-04-18 09:41:33-10:00,Irregular tow,Good evidence,"The CAPT KEVIN's trajectory (while being towed, according to the report)  is available April 17 and 18--nit is outside the coastal bounding box at the time of the incident. While the report claims the event took place April 14 and that the vessel safely moored April 17, the AIS shows that the CAPT KEVIN did not moor at Honolulu Harbor until April 18. The reason for this discrepancy in the report is unclear. The ST MARTIN is only available for the tail end of the trajectory--a tow path is not obvious, the ST MARTIN appears to split off from the CAPT KEVIN and then there are some synchronized points in the harbor itself. "
133,367385940,JENNY,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.05.11,"Main engine burning oil, shut down main engine, arranged for a tow. Report received at 10:35 HST. ",2020-05-11,,,Loss of propulsion,Commercial fishing vessel,"5 nm S of Koko Head, Oahu",2020-05-10 20:05:34-10:00,2020-05-11 15:58:22-10:00,"Loss/reduction of propulsion, Irregular tow",High evidence,"In the data we see a period of distinctly low and noisy SOG values just south of Koko Head, Oahu, as described in the report. This is followed by the SEA FALCON leaving harbor, intersecting with the JENNY, and their simultaneous trajectories returning to port (the tow). All of this corresponds precisely with the IIR. "
133,367447140,SEA FALCON,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.05.11,Towed the jenny back to honolulu harbor after the engines had to be shut down,2020-05-11,,,Helper vessel,Commercial fishing vessel,,2020-05-11 07:00:55-10:00,2020-05-11 15:57:46-10:00,Irregular tow,High evidence,"In the data we see a period of distinctly low and noisy SOG values just south of Koko Head, Oahu, as described in the report. This is followed by the SEA FALCON leaving harbor, intersecting with the JENNY, and their simultaneous trajectories returning to port (the tow). All of this corresponds precisely with the IIR. "
134,209590000,FESCO ASKOLD,Cargo,USCG Annual Deficiency Report,CGDeficiency2020,Deficiency Report Description: Vessel's Main Engine Turbocharger is inoperable. Deficiency Report System: 13 - Propulsion and Auxiliary Machinery.  Deficiency Report Component: 13101 - Propulsion main engine. Deficiency Report Resolution Action: 17 - Rectify deficiencies prior to departure,2020-06-05,,,"USCG Inspection, Material failure",General Dry Cargo Ship,,2020-06-01 00:11:14-10:00,2020-06-04 11:59:23-10:00,Material failure,No obvious evidence,"In the data we see a trajectory on 6/3 approaching Honolulu harbor from the sea. Upon arrival, there was movement between pier 2 and pier 53, but that is all. Presumably this lack of movement is due to the inoperable turbocharger. The 6/3 trajectory has a slow down from about 8:05 - 5:46, including a small route divergence and loop, that could have indicated the precipitating event--though this is unclear. "
135,367191940,BETTY H,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.06.20,Helped tow the PACIFIC STAR back to pier 17 after the Loss of steering,2020-06-20,,,Helper vessel,Commercial fishing vessel,Honolulu Harbor,2020-06-20 08:00:52-10:00,2020-06-20 12:59:43-10:00,Irregular tow,Some evidence,"Here we see the Pacific star moored at harbor, a few points leaving the pier until 9:05, a gap in time, and then points moored back at the harbor at pier 16 about 11 HST. We also see that during the time gap, the Betty H has a cluster of points in the harbor (starting around 9:13) , followed by moving directly to pier 16. The Betty H's harbor trajectory seems to depict towing the PACIFIC STAR back, even though the AIS is not available for the PACIFIC STAR during the tow. The Pacific star trajectory seems to show right before the event. "
135,367716130,PACIFIC STAR,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.06.20,"Suffered a Loss of steering while outbound of the harbor--autopilot wouldn't work, swithcihng to manual also did not work.",2020-06-20,,,Loss of steering,Commercial fishing vessel,Honolulu Harbor,2020-06-20 08:07:30-10:00,2020-06-20 12:59:35-10:00,Loss of steering/maneuverability,Some evidence,"Here we see the Pacific star moored at harbor, a few points leaving the pier until 9:05, a gap in time, and then points moored back at the harbor at pier 16/17 about 11 HST. We also see that during the time gap, the Betty H has a cluster of points in the harbor (starting around 9:13) , followed by moving directly to pier 16/17. The Betty H's harbor trajectory seems to depict towing the PACIFIC STAR back, even though the AIS is not available for the PACIFIC STAR during the tow. The Pacific star trajectory seems to show right before the event. "
136,367056982,HOKU-LOA,Tug Tow,"USCG Maritime Information Exchange Incident Investigation Reports (IIR), Newspaper News","2020.6.22, IIR.2020.06.22","While towing the barge HO OMAKA HOU, the HOKU-LOA experienced a northeast swell and rocked side to side. As a result, the Ho OMAKA  HOU lost 21 containers overboard",2020-06-22,,2020-06-22 02:00:00-10:00,Loss of containers,Tow vessel,"Pepeeko Point, N of Hilo Bay",2020-06-21 15:00:05-10:00,2020-06-22 02:55:34-10:00,Container loss,No obvious evidence,"The AIS for the HOKU-LOA stopped about an hour after the incident, and resumed 6/23 at about 0:00 HST. The incident is not immediately obvious in the data, but the locations and times available match the locations and times in the report. "
137,367758020,COMMANDER 1,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.06.30,A loss of propulsion event  (later identified to be a cracked block on the engine) led to the CFV ownder to have the COMMANDER tow the COMMANDER 1 back to Honolulu Harbor for repairs. ,2020-06-30,2020-07-02,,Loss of propulsion,Commercial fishing vessel,130 nm E of Oahu,2020-07-01 09:13:26-10:00,2020-07-02 13:59:22-10:00,Irregular tow,High evidence,"The AIS is not available on the day of the actual event, but the subsequent anomalous tow trajectory is available for 7/1 and 7/2. "
137,367556120,COMMANDER,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.06.30,The COMMANDER towed the COMMANDER 1 back to Honolulu as arranged,2020-06-30,2020-07-02,,Helper vessel,Commercial fishing vessel,,2020-07-01 13:10:14-10:00,2020-07-02 13:57:07-10:00,Irregular tow,High evidence,"The AIS is not available on the day of the actual event, but the subsequent anomalous tow trajectory is available for 7/1 and 7/2. "
138,367438000,MAUNAWILI,Cargo,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.07.05,"Moved electrical service from 2 generators to one, the fuel limiter on the one was stuck in the limit position and it caused the engine to shut down. Losing the electrical power caused the vessel to lose propulsion. Emergency generator came on in a few seconds, and at 19:51 HST the main engine was restarted.",2020-07-05,,2020-07-05  19:45:00-10:00,"Equipment failure, Loss of power",Motor vessel,6.5 nm E of Makupu'u lighthouse,2020-07-05 17:00:04-10:00,2020-07-06 00:00:00-10:00,Loss/reduction of propulsion,High evidence,"At precisely the time indicated, we see a rapid drop in the speed profile, followed by a slightly more gradual increase back up to speed (around 20 knots) a few minutes later. This matches the report. "
139,367385940,JENNY,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.07.11,"On 7/11 at 16:00 HST, the main engine began making an unusual noise. Though it was fully operational, the operator shut down the main engine to avoid any further damage. They arranged for the SEA FALCON to tow them back to Honolulu Harbor. ",2020-07-11,2020-07-13,2020-07-11  16:00:00-10:00,Loss of propulsion,Commercial fishing vessel,150 nm NE of Oahu,2020-07-12 02:43:47-10:00,2020-07-13 17:58:57-10:00,Irregular tow,High evidence,"While the actual incident is out of range for this dataset, we see that the irregular ""tow trajectory"" is available 7/12 and 7/13 for the SEA FALCON and JENNY. "
139,367447140,SEA FALCON,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.07.11,Towed the jenny back to honolulu harbor after the engines had to be shut down,2020-07-11,2020-07-13,,Helper vessel,Commercial fishing vessel,,2020-07-12 06:03:16-10:00,2020-07-13 17:58:55-10:00,Irregular tow,High evidence,"While the actual incident is out of range for this dataset, we see that the irregular ""tow trajectory"" is available 7/12 and 7/13 for the SEA FALCON and JENNY. "
140,366254000,KAPENA JACK YOUNG,Tug Tow,"USCG Maritime Information Exchange Incident Investigation Reports (IIR), USCG Annual Deficiency Report","CGDeficiency2020, IIR.2020.07.12","While returning to harbor, the chief engineer received a high bilge alarm indicating a water leak. The water was coming from the starboard rudder post. Deficiency Report Description: 
The vessel's rudder post is excessively leaking water. Provide repair proposal and movement plan prior to either action. Deficiency Report System: 02 - Structural Conditions. Deficiency Report Component: 02105 - Steering gear. Deficiency Report Resolution Action: 17 - Rectify deficiencies prior to departure.",2020-07-12,2020-07-24,2020-07-12 13:00:00-10:00,"Equipment failure, USCG Inspection",Tug,Honolulu harbor,2020-07-12 08:02:02-10:00,2020-07-13 03:58:08-10:00,Material failure,No obvious evidence,"The AIS data is clearly available for the incident time and location, but the incident characteristics are not obvious using simple visualization. "
141,367306510,MARINE STAR,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.07.18,"The JENNIFER communicated on 7/18 with the ROBIN II (which was nearby) that they couldn't get their engine working. After various communications, the JENNIFER's issue was confirmed--they were 108 nm SW of Oahu and still dead in the water with engine overheating problems. The MARINE STAR was arranged to tow the JENNIFER back to Honolulu. ",2020-07-18,2020-07-23,,Helper vessel,Commercial fishing vessel,170 nm SW of Oahu,2020-07-22 19:27:31-10:00,2020-07-23 12:57:32-10:00,Irregular tow,Good evidence,"The AIS data is not available for the ROBIN II or the JENNIFER during the incident time frame. The end of the tow within the coastal bounding box is available for helper vessel MARINE STAR. The MARINE STAR moored in Honolulu 7/23 as described in the report, and travelled from SW of Oahu--also matching the report. "
142,367798710,PAULINE II,Pleasure Craft/Sailing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.07.22,The vessel suffered a broken weld at the main engine shaft coupling during fishing operations. This caused a loss of propulsion. The vessel was towed back to Honolulu Harbor by the NAHOA II (not in data) and moored 7/24/2020,2020-07-22,2020-07-24,,Loss of propulsion,Commercial fishing vessel,350 nm SW of Oahu,2020-07-24 04:26:23-10:00,2020-07-24 18:09:05-10:00,Irregular tow,Good evidence,"The tail end of PAULINE II's journey, being towed back to Honolulu Harbor on 7/24/2020 is available in the AIS data. The loss of propulsion event occurred outside of the coastal bounding box. Note that the NAHOA II does not have any associated AIS data. "
143,367309860,NAMAHOE,Tug Tow,USCG Annual Deficiency Report,CGDeficiency2020,"Deficiency Report Description:  While departing the pier in Honolulu, HI, Vessel experienced a loss of propulsion due to a suspected ruptured hose in the vessel's steering system. The NAMAHOE and tow arrangement is prohibited from transiting any port within the Sector Honolulu OCMI Zone without the assistance from a towing vessel(s) of adequate horsepower and maneuverability until satisfactory repairs of the vessel's port engine is completed to the satisfaction of the vessel's third party organization (TPO). Deficiency Report System: 13 - Propulsion and Auxiliary Machinery. Deficiency Report Component: 13101 - Propulsion main engine.  Deficiency Report Resolution Action: 17 - Rectify deficiencies prior to departure",2020-07-25,,,"USCG Inspection, Material failure, Loss of propulsion",Towing Vessel,"Honolulu, HI",2020-07-24 23:00:32-10:00,2020-07-25 01:57:32-10:00,Loss/reduction of propulsion,Good evidence,During the early morning of 7/25/2020 we see in the spatial visualization that the Namahoe began departing and almost immediately turned around and returned to the pier. This seems in accordance with the incident described. 
144,368026770,VAK 1,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.07.27,"On 7/27/2020 the VAK 2 heard a loud noise, shut down the engine, and found that the noise returned when increasing RPM's. The operator arranged for the VAK 1 to tow the VAK 2 back to Honolulu Harbor for repairs.",2020-07-27,2020-08-03,,Helper vessel,Commercial fishing vessel,430 nm NE of Oahu,2020-07-28 16:00:11-10:00,2020-08-03 11:49:19-10:00,"Route deviation, Irregular tow",Good evidence,"The VAK 2 is not available in the AIS for any portion of the incident. The helper vessel VAK 1, however, can be seen leaving the harbor to go to the aid of the VAK 2 on 7/28 (eventually leaving the coastal bounding box) and then returning to harbor a few days later. "
145,367756640,LANIKAI,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.08.08,Took the SEA DRAGON II in a side tow and moored it to pier 1 when the SEA DRAGON II lost steering,2020-08-08,,,Helper vessel,Commercial fishing vessel,Honolulu Harbor,2020-08-08 09:01:04-10:00,2020-08-08 12:58:58-10:00,Irregular tow,Good evidence,"We indeed see the Lanikai in the vicinity of the SEA DRAGON at the time described, with a particular aligned SOG point likely indicating the tow. The incident took place in a small area at harbor, and is somewhat more subtle but remains present in the data. "
145,367433150,SEA DRAGON II,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.08.08,"While transiting outbound within Honolulu harbor, the SEA DRAGON II's jog lever failed, making the vessel lose steering. Note that the ""LANIKI"" took the vessel a side tow and moored it to pier 17, but this should actually have been labelled the ""LANIKAI"" also in the data.",2020-08-08,,2020-08-08 10:58:00-10:00,Loss of steering,Commercial Fishing Vessel,Outbound within Honolulu Harbor,2020-08-08 09:01:43-10:00,2020-08-08 12:59:16-10:00,"Loss of steering/maneuverability, Irregular tow",Good evidence,"We indeed see the Lanikai in the vicinity of the SEA DRAGON at the time described, with a particular aligned SOG point likely indicating the tow. The incident took place in a small area at harbor, and is somewhat more subtle but remains present in the data. "
146,367309890,NOKE,Tug Tow,USCG Annual Deficiency Report,CGDeficiency2020,Deficiency Report Description:  The vessel reported a loss of propulsion and subsequent shaft vibrations after potentially fouling the port azipod. Determine if the azipod is fouled/damaged. If fouled/damaged submit a repair proposal to the cognizant OCMI. If the port azipod is not fouled/damaged conduct a sea trial to the satisfaction of the attending USCG Marine Inspector. Deficiency Report System: 13 - Propulsion and Auxiliary Machinery. Deficiency Report Component: 13101 - Propulsion main engine. Deficiency Report Resolution Action: 17 - Rectify deficiencies prior to departure.,2020-08-28,,,"USCG Inspection, Loss of propulsion",Towing Vessel,,2020-08-28 01:00:06-10:00,2020-08-28 03:58:57-10:00,Loss/reduction of propulsion,Good evidence,The NOKE can be seen leaving the harbor on 8/28/2020 and--just a few nm south--turning back around and returning to port after a propulsion reduction. This appears to be the incident described
147,369565000,KILO MOANA,Research Vessel,"USCG Maritime Information Exchange Incident Investigation Reports (IIR), USCG Annual Deficiency Report","CGDeficiency2020, IIR.2020.08.28","Vessel lost power, restored after 2 minutes and then resumed operations on generators about 12 minutes later. Deficiency Report Description:  It has been reported that the vessel's starboard propulsion motor ""tripped"" off line becoming not operational twice over a 1 month period while the vessel was underway. Repair the vessel's starboard propulsion motor to the satisfaction of the attending USCG Marine Inspector. Deficiency Report System: 13 - Propulsion and Auxiliary Machinery. Deficiency Report Component: 13101 - Propulsion main engine. Deficiency Report Resolution Action: 17 - Rectify deficiencies prior to departure.",2020-08-28,2020-09-08,2020-08-28 21:38:00-10:00,"Loss of power, USCG Inspection",Research Ship,"15 nm west of Barber's Point, Oahu",2020-08-28 20:00:06-10:00,2020-08-28 23:59:51-10:00,Loss/reduction of propulsion,Good evidence,"Interestingly we see multiple stop events in the corresponding trajectory for the KILO MOANA. At the incident time, however, we see only a short stop event that didn’t completely reach 0 knots which seems to correspond to the report that the vehicle was able to get operations back up quickly. "
148,367142780,LADY ANNA,,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.10.14,Towed back the GOLDEN DRAGON. ,2020-10-14,2020-10-16,,Helper vessel,Commercial fishing vessel,,2020-10-16 02:56:35-10:00,2020-10-16 18:56:16-10:00,Irregular tow,High evidence,"The AIS is out of range for the LADY ANNA and the GOLDEN DRAGON on the day of the actual event, but the abnormal return tow on 10/16 is available in the data. "
